"TipoOperador","Operador","Departamento","Localidad","Direccion","Telefono","Web","EMail",Longitud,Latitud
"Inmobiliaria","ACAPULCO INMOBILIARIA LTDA.","MONTEVIDEO","MONTEVIDEO","AVENIDA ITALIA Y FRANCIA, PARADA 3, EDIFICIO COQ HARDI, LOCAL 002","42499881","www.acapulcoinmobiliaria.com.uy","S/D",-10000.0,-10000.0
"SALAS DE CONVENCION","BODEGA ZUBIZARRETA","COLONIA","CARMELO","ZORRILLA 301","S/D","www.vinoszubizarreta.com.uy","mzubiza@adinet.com.uy",-10000.0,-10000.0
"Inmobiliaria","NANCY GUTIERREZ PROPIEDADES","MALDONADO","PUNTA DEL ESTE","CALLE 31 ENTRE GORLERO Y CALLE 20","42497364","www.nancy.com.uy","S/D",-10000.0,-10000.0
"Inmobiliaria","S&S","COLONIA","COLONIA DEL SACRAMENTO","CALLE REAL 166","45220575","www.sysrealestate.com","S/D",-57.51116,-34.282884
"Inmobiliaria","INMOBILIARIA A. FERNANDEZ CHAVES","MALDONADO","PUNTA DEL ESTE","GORLERO Y CALLE 28 TORRE GORLERO LOCAL 56","42442857","S/D","S/D",-10000.0,-10000.0
"Inmobiliaria","INVERGROUP","MALDONADO","MALDONADO","JOSE TERRADEL Y RAMBLA CLAUDIO WILLIMAN, AP.1802","42250000","www.torreaquarela.com","S/D",-10000.0,-10000.0
"Inmobiliaria","INVERGROUP","MALDONADO","MALDONADO","ROOSEVELT, PARADA 17","42253700","S/D","S/D",-10000.0,-10000.0
"Inmobiliaria","SUR BIENES RAICES","MONTEVIDEO","MONTEVIDEO","MANUEL ALBO 2692 BIS","24801975","www.surbienesraices.com.uy","info@surbienesraices.com.uy",-10000.0,-10000.0
"Alojamientos Turísticos","LAGUNA GARZON LODGE","ROCHA","GARZON","RUTA 10 KILOMETRO 190,5","44806016","www.lagunagarzon.com.uy","info@lagunagarzon.com.uy",-10000.0,-10000.0
"Agencia de transportes","DONDESEATRANSPORTES@OUTLOOK.ES","MALDONADO","MALDONADO","18 DE JULIO S/N","094409444","S/D","letu.c@hotmail.com",-10000.0,-10000.0
"Inmobiliaria","INVERGROUP","MALDONADO","MALDONADO","JOSE TERRADEL Y RAMBLA CLAUDIO WILLIMAN, AP.1802","42250000","www.torreaquarela.com","S/D",-10000.0,-10000.0
"Agencia de transportes","BARBAT","MONTEVIDEO","MONTEVIDEO","GENERAL TIMOTEO APARICIO 4322","099684376","S/D","ppereira@sybasociados.com.uy",-56.1293,-34.8701
"Agencia de transportes","ADVENTUR","MONTEVIDEO","MONTEVIDEO","COMPLEJO JUANA DE AMERICA, PASAJE 1 N° 6179","26828998","S/D","viajesadventure@gmail.com",-10000.0,-10000.0
"Establecimiento rural","REFUGIO DEL SOLIS","CANELONES","LAS VEGAS","AVENIDA SUR S/N","43738326","www.refugiodelsolis.com.uy","info@refugiodelsolis.com.uy",-55.7011,-34.7518
"Inmobiliaria","SOLARENA","MALDONADO","PUNTA DEL ESTE","CALLE 29 S/N, LOCAL 13, ENTRE CALLE 20 Y GORLERO","42448225","www.inmobiliariasolarena.com.uy","S/D",-10000.0,-10000.0
"Agencia de transportes","FERMATUR","MALDONADO","MALDONADO","AV. JUAN ANTONIO LAVALLEJA Nº760","42232367","S/D","fermantur@gmail.com",-54.9552,-34.901
"Agencia de transportes","TRANSYL S.R.L","MONTEVIDEO","MONTEVIDEO","LUIS ALBERTO DE HERRERA 3442 APARTAMENTO 903","24094745","S/D","sadem@vera.com.uy",-10000.0,-10000.0
"Agencia de transportes","A&T TURISMO","FLORIDA","FLORIDA","18 DE JULIO 3357","099047692","S/D","es.alejandromachado@gmail.com ; cr.alejandromachado@gmail.com",-10000.0,-10000.0
"Agencia de transportes","TRANSZZOLINI","MONTEVIDEO","MONTEVIDEO","PEDRO CAPDEHOURAT 2780","25070863","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","RELATUR S.A.","MONTEVIDEO","MONTEVIDEO","CIRCUNVALACION DURANGO 383 / 101","29168867","S/D","smassa@mvdgroup.com",-10000.0,-10000.0
"Agencia de transportes","TOUR BUS S.R.L.","MONTEVIDEO","MONTEVIDEO","ADOLFO LAPUENTE 2469","099614354","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","JOTA ELE VIAJES S.R.L.","ARTIGAS","ARTIGAS","LUIS ALBERTO DE HERRERA S/N","47725996","www.jotaele.com.uy","jotaelev@vera.com.uy",-10000.0,-10000.0
"Agencia de transportes","JOTA ELE VIAJES S.R.L.","ARTIGAS","ARTIGAS","RODO 1122","46234333","www.jotaele.com.uy","jotaelev@vera.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","VIAJES CONTINENTAL // PEUNAYEN","MONTEVIDEO","MONTEVIDEO","25 DE MAYO 732","29020930","www.continental.com.uy","central@continental.com.uy",-10000.0,-10000.0
"Rentadora de autos","MARTIN BERGER S.R.L","SORIANO","DOLORES","TOMAS GOMENSORO 1188","45343232","S/D","tallermartinberger@hotmail.com",-10000.0,-10000.0
"Rentadora de autos","CASTA","TACUAREMBO","TACUAREMBO","JOSE PEDRO VARELA 240","S/D","S/D","mlacuesta@estudiorgarcia.com",-10000.0,-10000.0
"Alojamientos Turísticos","FLOR DE PEZ","ROCHA","PUNTA DEL DIABLO","CALLE 3 S/N , MANZANA 50, SOLAR 21, PADRON 48309","S/D","S/D","S/D",-53.547617,-34.034931
"Agencia de transportes","JOTA ELE VIAJES S.R.L.","ARTIGAS","ARTIGAS","RODO 1122","46234333","www.jotaele.com.uy","jotaelev@vera.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","VIAJES CONTINENTAL","MONTEVIDEO","MONTEVIDEO","MIGUEL BARREIRO 3278","29020930","www.continental.com.uy","central@continental.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","VIAJES CONTINENTAL","MONTEVIDEO","MONTEVIDEO","MIGUEL BARREIRO 3278","29020930","www.continental.com.uy","central@continental.com.uy",-10000.0,-10000.0
"Guía turístico","VIRGINIA ALVAREZ MONZON","MONTEVIDEO","MONTEVIDEO","CARLOS QUIJANO 1333 APARTAMENTO 905","23053756","S/D","sevicky76@gmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL METRO","MONTEVIDEO","MONTEVIDEO","JOSE BARRIOS AMORIN 1440","24013451","S/D","S/D",-56.1853,-34.9038
"Agencia de transportes","EL NORTEÑO","ARTIGAS","BELLA UNION","ENRIQUE FERREIRA 1225","47792676","www.busdelnorte.com.uy","busdelnorte@hotmail.com",-10000.0,-10000.0
"Agencia de transportes","RICHARD ARADAN GONZALVEZ DA COSTA","RIVERA","MINAS DE CORRALES","DAVINSON S/N","095913958","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","GRUPO HISPANO VIAJES","MONTEVIDEO","MONTEVIDEO","AVENIDA ITALIA 5097","26149995","S/D","administracion@grupohispano.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","EURO VIAJES","ROCHA","CHUY","AVENIDA GENERAL ARTIGAS 122","44744464","S/D","euroviajes@adinet.com.uy ; euroviajeschuy@adinet.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","EURO VIAJES","ROCHA","CHUY","RINCON 74","44727477","www.euroviajes.com.uy","euroviajes@adinet.com.uy ; euroviajeschuy@adinet.com.uy",-54.0,-34.0
"Agencia de viajes Nueva","EURO VIAJES","ROCHA","CHUY","RINCON 74","44727477","www.euroviajes.com.uy","euroviajes@adinet.com.uy ; euroviajeschuy@adinet.com.uy",-54.0,-34.0
"Inmobiliaria","DANIEL OVIEDO PROPIEDADES","COLONIA","NUEVA HELVECIA","JOSE BATLLE Y ORDOÑEZ 383","099574177","www.danieloviedopropiedades.com","S/D",-10000.0,-10000.0
"Agencia de transportes","VANTOUR  VIAJES","CANELONES","LA PAZ","CONRADO MOLLER 590","094830462","S/D","vantourviajes@hotmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","SOLANAS GREEN PARK","MALDONADO","PORTEZUELO","RUTA INTERBALNEARIA KILOMETRO 118,500","093566716","www.solanasvacation.com.ar","npiriz@solanasvacation.com.ar",-10000.0,-10000.0
"SALAS DE CONVENCION","HOTEL BAHIA","ROCHA","LA PALOMA","S/D","44796029","www.elbahia.com.uy","S/D",-10000.0,-10000.0
"Agencia de transportes","OLGA GRACIELA GONZALEZ","MONTEVIDEO","MONTEVIDEO","PONTEVEDRA 3464","094022112","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","MELITOUR OPERADOR MAYORISTA","MONTEVIDEO","MONTEVIDEO","RIO NEGRO 1354, PISO 4, OFICINA 24","29041988","www.melitour.com.uy","S/D",-10000.0,-10000.0
"Alojamientos Turísticos","CALA DI VOLPE BOUTIQUE HOTEL","MONTEVIDEO","MONTEVIDEO","PARVA DOMUS 2545","27102000","www.hotelcaladivolpe.con.uy","S/D",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL PALACIO","MONTEVIDEO","MONTEVIDEO","BARTOLOME MITRE 1364","29163612","www.hotelpalacio.com.uy","S/D",-56.2021,-34.9063
"Alojamientos Turísticos","HOSTAL BETEL","DURAZNO","DURAZNO","PENZA 755","43629507","S/D","lucialigueraleon@gmail.com",-10000.0,-10000.0
"Agencia de transportes","GMV TURISMO","RIO NEGRO","FRAY BENTOS","MENDOZA 3416","S/D","S/D","faulord@hotmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","GRUPO ATOM URUGUAY","MONTEVIDEO","MONTEVIDEO","AVENIDA MILLAN 2935 APARTAMENTO 301","22016512","S/D","silvana@grupoatom.uy",-10000.0,-10000.0
"Agencia de transportes","ERNESTO RODRIGUEZ CAUSA","MONTEVIDEO","MONTEVIDEO","COMODORO COE 3511","S/D","S/D","vivitur@internet.com.uy",-10000.0,-10000.0
"Agencia de transportes","VIAJES EXOTICOS","MONTEVIDEO","MONTEVIDEO","BURDEOS 1655","29028073","S/D","S/D",-10000.0,-10000.0
"Agencia de transportes","ARTIGAS HORACIO TECHERA PEREYRA","PAYSANDU","PAYSANDU","BALTASAR BRUM 527","22032431","S/D","S/D",-10000.0,-10000.0
"Inmobiliaria","ESCRIBANIA FUENTES","MONTEVIDEO","MONTEVIDEO","18 DE JULIO 1480 APTO. 1301","24004616","S/D","S/D",-10000.0,-10000.0
"Inmobiliaria","PUNTO RIO PROPIEDADES","ROCHA","LA PALOMA","SOLARI S/N","44798529","www.puntorio.com","S/D",-54.1548,-34.663
"Inmobiliaria","PUNTO RIO PROPIEDADES","ROCHA","LA PALOMA","AVENIDA PRINCIPAL S/N, ESQUINA CALLE TURQUESA","44792269","www.puntorio.com","S/D",-54.129722,-34.590556
"Inmobiliaria","PUNTO RIO PROPIEDADES","ROCHA","LA PALOMA","AVENIDA PRINCIPAL S/N, ESQUINA CALLE TURQUESA","44792269","www.puntorio.com","S/D",-54.129722,-34.590556
"Alojamientos Turísticos","MON PETIT","COLONIA","ROSARIO","RUTA 1 KILOMETRO 127.500","45523016","S/D","lavandadeco@adinet.com.uy",-10000.0,-10000.0
"Alojamientos Turísticos","HOSTAL MARINAS DEL RIACHUELO","COLONIA","EMBARCADERO DE YATES RIACHUELO","RUTA 1 KILOMETRO 166,500 CAMINO VENTURA CASAL S/N","45202047","www.marinasdelriachuelo.net","marinasdelriachuelo@gmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL LUJAN","MALDONADO","PIRIAPOLIS","GREGORIO SANABRIA 939","4432216","S/D","S/D",-55.2748,-34.8671
"Establecimiento rural","PANAGEA","TACUAREMBO","TACUAREMBO","RUTA 31 KILOMETRO 189 - PADRON 1378","S/D","S/D","S/D",-10000.0,-10000.0
"Alojamientos Turísticos","POSADA BOUTIQUE  LAS TERRAZAS","COLONIA","COLONIA DEL SACRAMENTO","MANUEL LOBO 281","45224776","www.posadalasterrazas.com","info@posadalasterrazas.com ; scapretti@hotmail.com",-57.848714,-34.472356
"Alojamientos Turísticos","BIG BANG NATURE STAYS","MALDONADO","PIRIAPOLIS","CALLE LOS EUCALIPTUS FINAL OESTE","S/D","www.bigbanguruguay.com","bigbanguruguay@gmail.com",-10000.0,-10000.0
"Inmobiliaria","INMOBILIARIA MARTHA ITURRALDE","CANELONES","PARQUE DEL PLATA","CALLE 8 Y MARIO FERREIRA","43755824","www.marthaiturralde.com","marthaiturralde@gmail.com",-10000.0,-10000.0
"Inmobiliaria","INMOBILIARIA AVCHARIAN","MALDONADO","PUNTA DEL ESTE","GORLERO Y 25, EDIFICIO DA VINCI LOCAL 004","42443535","S/D","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","VIAJES TOT","MALDONADO","MALDONADO","3 DE FEBRERO 686","42222421","www.viajestot.com.uy","viajestot@viajestot.com.uy",-10000.0,-10000.0
"Alojamientos Turísticos","HARAS LAS TORDILLAS","MALDONADO","PUEBLO EDEN","RUTA 12 KILOMETRO 47,500, RUTA ARCOS DEL SOL","S/D","www.haraslastordillas.com","cris@haraslastordillas.com",-10000.0,-10000.0
"Alojamientos Turísticos","CABAÑAS POSADA DEL BOSQUE","ROCHA","LA PALOMA","CALLE 4 Y 13","097474000","S/D","S/D",-54.1765,-34.652916
"Alojamientos Turísticos","HOTEL DOLLAR","MALDONADO","PUNTA DEL ESTE","MARIA EUGENIA VAZ FERREIRA Y AMAZONAS","42482233","www.hoteldollar.com.uy","S/D",-54.9333,-34.9536
"SALAS DE CONVENCION","BODEGA ARTESANA","CANELONES","CANELONES","18 DE JULIO 948 APARTAMENTO 801","095780629","www.artesanawinery.com","analia@artesanawinery.com",-56.371389,-34.671389
"Alojamientos Turísticos","HOTEL FLORINDA","MALDONADO","PUNTA DEL ESTE","CALLE 27 S/N "" LOS MUERGOS"" ENTRE AVENIDA GORLERO Y CALLE 24","42440022","www.hotelflorinda.com","reservas@hotelflorinda.com",-54.942,-34.9621
"Alojamientos Turísticos","HOTEL RICHMOND","MONTEVIDEO","MONTEVIDEO","SAN JOSE 1034","29026200","www.hotelrichmondmontevideo.com","richmondmontevideo@gmail.com",-56.1939,-34.9072
"Inmobiliaria","EMILIANO PROPIEDADES","MALDONADO","PUNTA DEL ESTE","LARRAVIDE CASI DA VINCI","42496590","S/D","S/D",-10000.0,-10000.0
"Inmobiliaria","LAMONT PROPIEDADES","MALDONADO","PUNTA DEL ESTE","PARADA 15 EDIFICIO TORRE PUNTA DEL ESTE LOC.1","42481786","S/D","liciacoppola@hotmail.com",-10000.0,-10000.0
"Agencia de transportes","LUIS NICOLAS TELECHEA MORALES","COLONIA","TARARIRAS","JOSE PEDRO VARELA 2422","45744526","S/D","sgestion@adinet.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","CLICK & TRAVEL","MONTEVIDEO","MONTEVIDEO","25 DE MAYO 741/43 OFICINA 204","27087172","www.clickandtravel.tours","smoyano@galantemartins.com",-10000.0,-10000.0
"Establecimiento rural","LAS CAÑADAS","MONTEVIDEO","MONTEVIDEO","BACACY 1334 LOCAL C","29163011","www.ceciliaregulesviajes.com","cecilia@ceciliaregulesviajes.com",-57.6438,-32.7174
"Agencia de transportes","HERMAN LEANDRO GUADALUPE CASTRO","MALDONADO","PIRIAPOLIS","SANABRIA 999 APARTAMENTO 002","44322521","S/D","piriapolis817@vera.com.uy",-10000.0,-10000.0
"SALAS DE CONVENCION","IR SOLUCIONES EMPRESARIALES","MONTEVIDEO","MONTEVIDEO","JOSE ENRIQUE RODO 1806 APARTAMENTO 202","S/D","www.irsolucionesempresariales.com.uy","info@irsolucionesempresariales.com.uy",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL CONCORDE","MALDONADO","PUNTA DEL ESTE","CALLE 9 LA SALINA 717","42444800","www.hotelconcorde.com.uy","S/D",-54.9525,-34.9667
"Agencia de transportes","CHARQUEBUS","MONTEVIDEO","MONTEVIDEO","CANDELARIA 1844 APARTAMENTO 201","26192493","S/D","ppereira@sybasociados.com.uy",-56.1112,-34.8854
"Inmobiliaria","LOPEZ RUMBO NEGOCIOS INMOBILIARIOS","MALDONADO","PUNTA DEL ESTE","ORLANDO PEDRAGOSA SIERRA 21, EDIFICIO UNIQUE, APARTAMENTO 418","S/D","www.lopezrumbo.com","info@lopezrumbo.com",-10000.0,-10000.0
"Inmobiliaria","ROMERO & ETCHEVERRY PROPIEDADES S.R.L.","MALDONADO","MALDONADO","SARANDI Y BURNETT, EDIFICIO JOAQUIN DE VIANA APARTAMENTO 102","42448246","www.ryepropiedades.com","S/D",-10000.0,-10000.0
"Inmobiliaria","ESTUDIO TERRASOL","COLONIA","COLONIA DEL SACRAMENTO","JOSE PEDRO VARELA 532","45224242","www.inmobiliariaterrasol.com","S/D",-10000.0,-10000.0
"Inmobiliaria","INMOBILIARIA DEL PLATA","CANELONES","ATLANTIDA","CALLE 26 E/ AVDA. ARTIGAS Y 5","43723742","S/D","S/D",-10000.0,-10000.0
"Inmobiliaria","INMOBILIARIA COSTA AZUL","ROCHA","COSTA AZUL","JOSE YANNEO Y ZAPICAN","44798463","www.inmobiliariacostaazul.com","S/D",-54.161,-34.6345
"Inmobiliaria","ESTUDIO TERRASOL","COLONIA","COLONIA DEL SACRAMENTO","JUAN ZORRILLA DE SAN MARTIN 374","05422828","www.inmobiliariaterrasol.com","S/D",-10000.0,-10000.0
"Inmobiliaria","DEMASOLI NEGOCIOS INMOBILIARIOS","MALDONADO","PAN DE AZUCAR","FÉLIX DE LIZARZA 723","S/D","www.demasoli.com.uy","info@dmasoli.com.uy",-10000.0,-10000.0
"Turismo aventura","CUATRO ELEMENTOS - TURISMO ACTIVO","COLONIA","OMBUES DE LAVALLE","RUTA 12 KM 67.500","S/D","S/D","4elementos.turismoactivo@gmail.com",-10000.0,-10000.0
"Rentadora de autos","RENCAR","CANELONES","PANDO","SOLIS 1077 BIS ENTRE WILSON FERREIRA ALDUNATE Y JOSE PEDRO VARELA","22922543","www.rencarpando.com","rencar@adinet.com.uy",-10000.0,-10000.0
"Inmobiliaria","INMOBILIARIA LINCOLN","MALDONADO","MALDONADO","CALLE 6 DE JULIO DE 1784, LOCAL  013","42222444","www.inmobiliarialincoln.com","S/D",-10000.0,-10000.0
"Turismo aventura","AVENTURATE","MONTEVIDEO","MONTEVIDEO","QUICHUAS 2789","098750000","S/D","nadiasanjurjorichieri@gmail.com",-10000.0,-10000.0
"Agencia de transportes","TRANSAMERICAN","MONTEVIDEO","MONTEVIDEO","MATIAS ABACU 2161","24815565","www.grupotransamerican com.uy","ppereira@sybasociados.com.uy ; transamerican@grupotransamerican.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","BONVIDER S.A.","MONTEVIDEO","MONTEVIDEO","JUAN CARLOS GOMEZ 1492 OFICINA 109","094846662","S/D","bonvidersa@gmail.com",-10000.0,-10000.0
"Agencia de transportes","TAXI EL GRILLO","CERRO LARGO","RIO BRANCO","JOAQUIN RAMON TRAVIESO 360","46752383","S/D","super18@adinet.com.uy",-10000.0,-10000.0
"Alojamientos Turísticos","POSADA DON MANUEL","TACUAREMBO","PASO DE LOS TOROS","JULIO MONESTIER 422","46644913","S/D","toroseventosdeportivos@gmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","LAS EDUARDAS APART HOTEL","ROCHA","LA PALOMA","RAMBLA 3 MARIAS, PLAYA ANACONDA","44796157","www.laseduardasapparthotel.com","administracion@laseduardasaparthotel.com.uy",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL SAINT ETIENNE","MALDONADO","PUNTA DEL ESTE","AVENIDA FRANCIA ESQUINA LOS ANDES","42493979","S/D","masaro@montevideo.com.uy",-54.9396,-34.943
"Alojamientos Turísticos","ALTILLO VALIZAS","ROCHA","BARRA DE VALIZAS","ALADINO VEIGA 292","44754053","www.altillovalizas.com.uy","altillovalizas@gmail.com",-10000.0,-10000.0
"Agencia de transportes","BERITUR","MONTEVIDEO","MONTEVIDEO","LEZICA 6586, CASA 27","23229408","S/D","begarcia2009@hotmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","SUR HOTEL","MONTEVIDEO","MONTEVIDEO","MALDONADO 1098","29082025","www.surhotel.com","surhotel@adinet.com.uy",-56.192153,-34.909837
"Inmobiliaria","BUENA MADERA","COLONIA","ROSARIO","18 DE JULIO 158","099461829","S/D","mabelcollazorey@gmail.com",-10000.0,-10000.0
"Inmobiliaria","MIGNONE NEGOCIOS INMOBILIARIOS","COLONIA","COLONIA DEL SACRAMENTO","RIVERA 151","45221098","www.inmobiliariamignone.com","nicolasm@inmobiliariamignone.com",-10000.0,-10000.0
"Agencia de viajes Nueva","HORIZON TRAVEL","MONTEVIDEO","MONTEVIDEO","RUTA 8, KILOMETRO 17,500 EDIFICIO BETA 3, LOCAL 008","25182878","S/D","federico@horizontravel.com.uy",-10000.0,-10000.0
"Inmobiliaria","INMOBILIARIA NAMASTE","COLONIA","COLONIA DEL SACRAMENTO","CALLE JUAN ANTONIO LAVALLEJA  137","45230286","www.inmonamaste.com","contacto@inmonamaste.com",-10000.0,-10000.0
"Inmobiliaria","DAVID GASPARRI GARDERES","MONTEVIDEO","MONTEVIDEO","LIBERTAD 2647 APARTAMENTO 601","094445786","S/D","dgaspar@movinet.com.uy",-10000.0,-10000.0
"Inmobiliaria","B&V NEGOCIOS INMOBILIARIOS","CANELONES","ATLANTIDA","REPUBLICA DEL PARAGUAY ENTRE 3B Y 5B","43721354","www.byv.com.uy","S/D",-10000.0,-10000.0
"Establecimiento rural","ESTANCIA DON MIGUEL","COLONIA","NUEVA HELVECIA","RUTA 52, KILOMETRO 144, ACCESO CALLE GUAYABO, PARAJE COSTA DEL ROSARIO CHICO","45502041","www.estanciadonmiguel.com","S/D",-57.1242,-34.1537
"Establecimiento rural","EL BALCON DEL ABRA","LAVALLEJA","MARISCALA","RUTA 8 S/N","44409479","www.elbalcondelabra.com","S/D",-50.3636,-34.022
"Agencia de viajes Nueva","321 VOLA / DE TERMO Y MATE","MONTEVIDEO","MONTEVIDEO","SALTO 1011 APARTAMENTO B 612","29036736","www.321vola.com","ramiro@321vola.com",-10000.0,-10000.0
"Agencia de viajes Nueva","ALIANZATOURS","MONTEVIDEO","MONTEVIDEO","COOPER 2187","26004940","www.alianzatours.com.uy","meryfigueroa@alianzatours.com.uy",-10000.0,-10000.0
"Alojamientos Turísticos","POSADA DEL CORUMBA","ROCHA","LA PALOMA","PLAYA SERENA, CALLE 63 S/N ESQUINA CORDOBA","44797607","www.posadadelcorumba.com","info@posadadelcorumba.com",-54.1956,-34.6567
"Establecimiento rural","CERRO MISTICO","LAVALLEJA","MINAS","RUTA 12 KILOMETRO 346","44403441","www.cerromistico.com","S/D",-10000.0,-10000.0
"Agencia de transportes","JOSE MARIA ROBLEDO GONZALEZ","MONTEVIDEO","MONTEVIDEO","CAMINO PROGRESO  2665","23228200","S/D","S/D",-10000.0,-10000.0
"Establecimiento rural","LA AURORA ESTANCIA AVENTURA","RIVERA","RIVERA","PARAJE MARCO DE BARRO MOJON 46 LINEA","46221233","www.norte-uruguay.com","S/D",-55.7706,-30.9984
"Alojamientos Turísticos","CABAÑAS DEL REY","ROCHA","PUNTA DEL DIABLO","BULEVAR SANTA TERESA S/N, ESQUINA CARRASCO","44772025","S/D","contacto@complejodelrey.com ; tekila09@vera.com.uy",-10000.0,-10000.0
"Agencia de transportes","PASATIEMPO TURISTICO S.R.L.","MONTEVIDEO","MONTEVIDEO","SANTA LUCIA 4387","099661853","S/D","pasatiempo@adinet.com.uy",-10000.0,-10000.0
"Agencia de transportes","PASATIEMPO TURISTICO SRL","MONTEVIDEO","MONTEVIDEO","ACEVEDO DIAZ 2043","24024930","S/D","pasatiempo@adinet.com.uy",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL DEL LAGO","MALDONADO","PORTEZUELO","LAGUNA DEL SAUCE S/N","42577444","www.hoteldellago.com.uy","S/D",-55.0555,-34.8594
"Agencia de transportes","PASATIEMPO TURISTICO SRL","MONTEVIDEO","MONTEVIDEO","ACEVEDO DIAZ 2043","24024930","S/D","pasatiempo@adinet.com.uy",-10000.0,-10000.0
"Agencia de transportes","PASATIEMPO TURISTICO SRL","MONTEVIDEO","MONTEVIDEO","ACEVEDO DIAZ 2043","24024930","S/D","pasatiempo@adinet.com.uy",-10000.0,-10000.0
"Inmobiliaria","FALCIONI PROPIEDADES","MALDONADO","PUNTA DEL ESTE","CALLE 31 S/N ESQUINA CALLE 30, EDIFICIO SAGASTI APARTAMENTO 305","094442633","www.falcionipropiedades.com","luisfalcioni@movinet.com.uy",-10000.0,-10000.0
"Inmobiliaria","CHARQUERO PROPIEDADES","MALDONADO","PIRIAPOLIS","RAMBLA DE LOS INGLESES S/N CASI RAMOS MEJIA","44320664","www.charqueropropiedades.com","S/D",-10000.0,-10000.0
"Inmobiliaria","PELUSSO PROPIEDADES","MONTEVIDEO","MONTEVIDEO","JUAN BENITO BLANCO 1047 OFICINA 403","27083707","www.pelussopropiedades.com.uy","S/D",-10000.0,-10000.0
"Inmobiliaria","PIZZURNO NEGOCIOS INMOBILIARIOS","MALDONADO","MALDONADO","BLANES NICANOR PASANDO AZARDUM, BARRIO VALLE DI SARONNO","42269414","www.pizzurno.com","fernandopizzurno@hotmail.com",-10000.0,-10000.0
"Inmobiliaria","PUNTA WEB","MALDONADO","PUNTA DEL ESTE","GORLERO Y CALLE 29, GALERIA APOLO LOCAL 61","42443711","www.puntaweb.com","S/D",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL URUGUAY","MONTEVIDEO","MONTEVIDEO","AVENIDA URUGUAY 967","29017840","www.hoteluruguay.com.uy","S/D",-56.1957,-34.9031
"Inmobiliaria","INMOENVENTA","MALDONADO","PAN DE AZUCAR","GENERAL ARTIGASS 587","091393837","www.inmoenventa.com","S/D",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL BOUTIQUE POSADA DEL ANGEL","COLONIA","COLONIA DEL SACRAMENTO","WASHINGTON BARBOT 59","S/D","S/D","S/D",-10000.0,-10000.0
"SALAS DE CONVENCION","ALTANA","MONTEVIDEO","MONTEVIDEO","ALFREDO MORENO 6411","099976488","www.altana.com.uy","lalvarez@altana.com.uy",-10000.0,-10000.0
"SALAS DE CONVENCION","PALLADIUM BUSSINES HOTEL","MONTEVIDEO","MONTEVIDEO","JUNCAL 1327 D. ESCRITORIO 901","26288484","www.palladiumhotel.com.uy","adriana.cuneo@palladiumhotel.com.uy",-56.1323,-34.9016
"Agencia de transportes","RUFER 2012 S.R.L.","ROCHA","CASTILLOS","VILLASUSO 1239","099875282","S/D","juverviajes@hotmail.com ; ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Alojamientos Turísticos","TUPUNGATO APART HOTEL","CANELONES","ATLANTIDA","GUAYABO S/N ESQUINA CIRUELO DEL JAPON Y ESPINILLO","43724523","www.tupungato.com.uy","tupungato@adinet.com.uy",-55.7685,-34.7712
